"user";"domain";"id";"centra";"department";"title";"status";"completion_fraction";"creation_date";"last_update_date";"template"
"qc";"Domain2";399;"cntr3";"dptF";"Enhancing Data Management Practices";"Completed";0,842428504256532;2024-11-14;2025-05-12;"v2021"
"sq";"Domain2";400;"cntr4";"dptH";"Comprehensive Analysis Framework";"Completed";0,0491153171751648;2020-05-13;2025-09-26;"v2021"
"bl";"Domain2";401;"cntr3";"dptF";"Data-Driven Insights";"Active";0,893289207713678;2024-07-04;2024-07-07;"v2022"
"vf";"Domain2";402;"cntr4";"dptH";"Data-Driven Insights";"Defunct";0,37817745283246;2024-04-29;2024-05-09;"v2024"
"pu";"Domain1";403;"cntr1";"dptB";"Enhancing Data Management Practices";"Active";0,695564301451668;2023-06-11;2024-06-21;"v2024"
"qx";"Domain3";404;"cntr6";"dptL";"Comprehensive Analysis Framework";"Test";0,717311362503096;2021-07-18;2021-12-12;"v2022"
"lu";"Domain2";405;"cntr3";"dptE";"Enhancing Data Management Practices";"Missing Metadata";0,682524946751073;2021-10-03;2023-07-28;"v2024"
"lb";"Domain3";406;"cntr6";"dptL";"Advanced Research Techniques";"Test";0,300406356109306;2021-04-22;2022-03-30;"v2024"
"au";"Domain2";407;"cntr4";"dptG";"Advanced Research Techniques";"Completed";0,302623182768002;2025-05-24;2025-09-22;"v2022"
"ri";"Domain1";408;"cntr1";"dptA";"Data-Driven Insights";"Expired";0,476110398303717;2025-04-27;2025-04-30;"v2021"
"di";"Domain3";409;"cntr6";"dptK";"Data-Driven Insights";"Missing Metadata";0,0484824839513749;2023-10-21;2025-07-25;"v2024"
"ym";"Domain2";410;"cntr4";"dptH";"Advanced Research Techniques";"Test";0,491619820008054;2024-03-15;2025-06-25;"v2022"
"nu";"Domain3";411;"cntr5";"dptI";"Advanced Research Techniques";"Active";0,588624723721296;2023-11-18;2025-04-27;"v2022"
"pi";"Domain2";412;"cntr3";"dptF";"Innovative Project Solutions";"Test";0,234639328438789;2023-08-18;2024-07-18;"v2021"
"oh";"Domain3";413;"cntr5";"dptI";"Advanced Research Techniques";"Expired";0,96463824948296;2022-07-01;2023-06-03;"v2024"
"mt";"Domain3";414;"cntr5";"dptI";"Comprehensive Analysis Framework";"Defunct";0,15999466041103;2020-12-19;2022-05-25;"v2024"
"ly";"Domain2";415;"cntr3";"dptE";"Enhancing Data Management Practices";"Missing Metadata";0,575237983837724;2020-11-06;2022-05-28;"v2024"
"kx";"Domain2";416;"cntr4";"dptH";"Comprehensive Analysis Framework";"Active";0,420792212244123;2023-02-04;2024-12-07;"v2022"
"af";"Domain2";417;"cntr4";"dptH";"Advanced Research Techniques";"Test";0,12242970848456;2020-04-05;2023-06-13;"v2024"
"ex";"Domain3";418;"cntr5";"dptI";"Innovative Project Solutions";"Completed";0,364285207353532;2020-08-30;2022-01-24;"v2021"
"fz";"Domain1";419;"cntr1";"dptA";"Comprehensive Analysis Framework";"Completed";0,998726159567013;2025-06-17;2025-08-18;"v2021"
"bw";"Domain1";420;"cntr1";"dptA";"Advanced Research Techniques";"Orphan";0,797886293148622;2022-02-25;2025-04-09;"v2024"
"is";"Domain1";421;"cntr2";"dptC";"Comprehensive Analysis Framework";"Missing Metadata";0,34985151165165;2023-05-14;2024-12-09;"v2024"
"il";"Domain3";422;"cntr5";"dptJ";"Enhancing Data Management Practices";"Not Updated";0,936977054690942;2022-02-11;2025-08-07;"v2024"
"je";"Domain1";423;"cntr1";"dptA";"Data-Driven Insights";"Orphan";0,713197379140183;2024-07-17;2025-05-03;"v2022"
"ko";"Domain2";424;"cntr4";"dptH";"Data-Driven Insights";"Not Updated";0,49524376844056;2020-07-25;2023-06-03;"v2022"
"hk";"Domain3";425;"cntr6";"dptL";"Advanced Research Techniques";"Expired";0,81224536173977;2022-06-13;2024-10-03;"v2022"
"tt";"Domain1";426;"cntr2";"dptC";"Innovative Project Solutions";"Not Updated";0,654932544799522;2020-04-27;2024-01-16;"v2024"
"hu";"Domain2";427;"cntr3";"dptE";"Data-Driven Insights";"Not Updated";0,360745880985633;2020-10-08;2023-06-27;"v2021"
"pz";"Domain2";428;"cntr3";"dptE";"Enhancing Data Management Practices";"Missing Metadata";0,471931552048773;2023-10-22;2024-09-28;"v2022"
"ok";"Domain3";429;"cntr5";"dptI";"Data-Driven Insights";"Missing Metadata";0,598357705632225;2024-02-16;2025-09-17;"v2021"
"km";"Domain2";430;"cntr4";"dptG";"Advanced Research Techniques";"Not Updated";0,726199831115082;2020-06-08;2024-06-08;"v2021"
"hh";"Domain2";431;"cntr3";"dptF";"Innovative Project Solutions";"Missing Metadata";0,355999730993062;2025-07-10;2025-09-16;"v2022"
"eh";"Domain3";432;"cntr6";"dptK";"Data-Driven Insights";"Defunct";0,586478449869901;2022-02-22;2022-05-15;"v2024"
"yh";"Domain2";433;"cntr3";"dptF";"Comprehensive Analysis Framework";"Active";0,516603587893769;2020-05-03;2021-07-24;"v2024"
"jl";"Domain1";434;"cntr1";"dptA";"Innovative Project Solutions";"Active";0,593514689477161;2020-05-22;2021-04-05;"v2024"
"mb";"Domain3";435;"cntr6";"dptK";"Advanced Research Techniques";"Completed";0,888269584625959;2023-01-21;2023-11-07;"v2022"
"qp";"Domain1";436;"cntr2";"dptD";"Advanced Research Techniques";"Missing Metadata";0,867127555888146;2022-08-23;2025-07-15;"v2024"
"ls";"Domain3";437;"cntr6";"dptL";"Comprehensive Analysis Framework";"Defunct";0,831201369641349;2021-08-26;2024-05-21;"v2022"
"ll";"Domain3";438;"cntr5";"dptI";"Comprehensive Analysis Framework";"Defunct";0,161718111252412;2023-05-08;2024-04-11;"v2024"
"cg";"Domain2";439;"cntr4";"dptG";"Data-Driven Insights";"Orphan";0,331397745292634;2024-03-09;2025-01-15;"v2024"
"jw";"Domain3";440;"cntr6";"dptL";"Innovative Project Solutions";"Expired";0,926172455074266;2024-12-01;2024-12-05;"v2024"
"ys";"Domain3";441;"cntr6";"dptK";"Enhancing Data Management Practices";"Completed";0,925039121182635;2023-01-19;2025-08-22;"v2021"
"ci";"Domain2";442;"cntr4";"dptH";"Enhancing Data Management Practices";"Missing Metadata";0,636497538071126;2022-08-30;2024-02-14;"v2024"
"yq";"Domain3";443;"cntr5";"dptI";"Comprehensive Analysis Framework";"Defunct";0,792909839423373;2025-03-01;2025-03-04;"v2024"
"nd";"Domain1";444;"cntr2";"dptC";"Data-Driven Insights";"Expired";0,571746357949451;2021-09-30;2024-02-10;"v2021"
"wa";"Domain2";445;"cntr4";"dptH";"Data-Driven Insights";"Not Updated";0,0393756863195449;2022-05-02;2024-02-03;"v2024"
"sf";"Domain2";446;"cntr3";"dptE";"Data-Driven Insights";"Not Updated";0,287657243898138;2022-03-05;2022-10-07;"v2024"
"yu";"Domain1";447;"cntr2";"dptC";"Enhancing Data Management Practices";"Defunct";0,480841588461772;2022-02-03;2022-10-06;"v2024"
"jt";"Domain1";448;"cntr2";"dptD";"Enhancing Data Management Practices";"Test";0,43491375236772;2021-05-05;2021-10-22;"v2021"
"gf";"Domain3";449;"cntr6";"dptK";"Innovative Project Solutions";"Completed";0,932469887193292;2020-05-30;2023-04-28;"v2024"
"dj";"Domain3";450;"cntr6";"dptL";"Advanced Research Techniques";"Defunct";0,645680585643277;2024-11-05;2025-07-06;"v2024"
"fb";"Domain3";451;"cntr5";"dptI";"Enhancing Data Management Practices";"Orphan";0,000828963704407215;2024-03-18;2025-09-14;"v2024"
"gz";"Domain2";452;"cntr3";"dptF";"Data-Driven Insights";"Orphan";0,0195224108174443;2025-02-22;2025-04-12;"v2022"
"ga";"Domain3";453;"cntr5";"dptJ";"Data-Driven Insights";"Completed";0,296974569326267;2021-04-09;2025-05-11;"v2021"
"tj";"Domain3";454;"cntr6";"dptL";"Innovative Project Solutions";"Not Updated";0,273746197810397;2025-06-04;2025-06-22;"v2022"
"ig";"Domain2";455;"cntr3";"dptE";"Advanced Research Techniques";"Active";0,829471339238808;2022-12-06;2025-09-27;"v2021"
"uz";"Domain3";456;"cntr5";"dptJ";"Enhancing Data Management Practices";"Completed";0,721059422940016;2021-12-17;2023-09-19;"v2022"
"yb";"Domain1";457;"cntr2";"dptD";"Advanced Research Techniques";"Completed";0,680555888451636;2021-06-01;2025-09-21;"v2022"
"zx";"Domain3";458;"cntr6";"dptL";"Advanced Research Techniques";"Test";0,384194892598316;2023-06-13;2025-05-05;"v2022"
"nr";"Domain3";459;"cntr5";"dptI";"Enhancing Data Management Practices";"Active";0,185273467097431;2023-10-18;2024-09-12;"v2024"
"kw";"Domain3";460;"cntr5";"dptJ";"Data-Driven Insights";"Expired";0,211702605476603;2025-08-06;2025-08-23;"v2024"
"fa";"Domain2";461;"cntr3";"dptE";"Advanced Research Techniques";"Not Updated";0,703692154726014;2020-12-20;2022-06-14;"v2021"
"pg";"Domain2";462;"cntr4";"dptH";"Enhancing Data Management Practices";"Defunct";0,262487774714828;2020-10-14;2025-09-22;"v2024"
"it";"Domain1";463;"cntr2";"dptC";"Data-Driven Insights";"Defunct";0,226348639465868;2022-05-20;2025-02-28;"v2021"
"no";"Domain1";464;"cntr2";"dptC";"Data-Driven Insights";"Completed";0,593186295358464;2024-12-18;2025-07-18;"v2024"
"va";"Domain3";465;"cntr5";"dptI";"Enhancing Data Management Practices";"Orphan";0,147370707243681;2024-09-17;2025-06-09;"v2024"
"gl";"Domain2";466;"cntr4";"dptH";"Comprehensive Analysis Framework";"Defunct";0,0510420987848192;2020-11-25;2024-02-05;"v2021"
"ya";"Domain3";467;"cntr6";"dptL";"Advanced Research Techniques";"Not Updated";0,0138850293587893;2024-03-01;2024-10-23;"v2021"
"vl";"Domain3";468;"cntr6";"dptL";"Enhancing Data Management Practices";"Orphan";0,808185500325635;2024-04-13;2025-05-02;"v2021"
"cz";"Domain1";469;"cntr2";"dptC";"Comprehensive Analysis Framework";"Defunct";0,802564529934898;2021-09-09;2021-11-04;"v2022"
"yk";"Domain2";470;"cntr4";"dptH";"Enhancing Data Management Practices";"Completed";0,0150438237469643;2022-10-20;2025-08-15;"v2021"
"qs";"Domain3";471;"cntr6";"dptL";"Enhancing Data Management Practices";"Defunct";0,595294718630612;2021-01-22;2021-07-03;"v2021"
"mf";"Domain1";472;"cntr2";"dptC";"Data-Driven Insights";"Expired";0,307362789753824;2025-09-20;2025-10-05;"v2024"
"pl";"Domain3";473;"cntr5";"dptJ";"Advanced Research Techniques";"Defunct";0,606110869906843;2021-03-25;2024-03-26;"v2024"
"dq";"Domain2";474;"cntr3";"dptF";"Data-Driven Insights";"Defunct";0,215587522368878;2025-06-10;2025-08-29;"v2024"
"ft";"Domain2";475;"cntr3";"dptF";"Data-Driven Insights";"Missing Metadata";0,947869340656325;2025-09-29;2025-09-29;"v2024"
"es";"Domain3";476;"cntr5";"dptJ";"Comprehensive Analysis Framework";"Defunct";0,105905666947365;2023-12-14;2024-02-11;"v2022"
"dh";"Domain1";477;"cntr1";"dptB";"Advanced Research Techniques";"Defunct";0,119490867713466;2021-07-03;2023-01-25;"v2021"
"ju";"Domain1";478;"cntr2";"dptC";"Innovative Project Solutions";"Test";0,140537559753284;2022-03-15;2024-01-08;"v2022"
"wy";"Domain3";479;"cntr5";"dptI";"Advanced Research Techniques";"Not Updated";0,292855366365984;2022-06-26;2025-02-03;"v2021"
"iy";"Domain3";480;"cntr5";"dptI";"Comprehensive Analysis Framework";"Missing Metadata";0,598736236337572;2020-11-20;2022-01-31;"v2021"
"hj";"Domain2";481;"cntr3";"dptF";"Data-Driven Insights";"Completed";0,209034521598369;2023-05-10;2023-09-16;"v2022"
"gy";"Domain3";482;"cntr5";"dptI";"Data-Driven Insights";"Active";0,452331074979156;2022-06-16;2024-12-31;"v2024"
"px";"Domain3";483;"cntr5";"dptI";"Advanced Research Techniques";"Expired";0,452829439658672;2023-06-24;2025-09-05;"v2024"
"bt";"Domain3";484;"cntr5";"dptJ";"Comprehensive Analysis Framework";"Defunct";0,381763428449631;2021-05-06;2025-01-13;"v2024"
"pp";"Domain1";485;"cntr1";"dptB";"Data-Driven Insights";"Expired";0,987573211546987;2024-05-25;2024-09-16;"v2021"
"ch";"Domain1";486;"cntr1";"dptB";"Innovative Project Solutions";"Orphan";0,0101497930008918;2022-10-20;2024-11-15;"v2021"
"mx";"Domain3";487;"cntr6";"dptK";"Data-Driven Insights";"Expired";0,865486940834671;2022-02-04;2024-02-23;"v2024"
"yn";"Domain1";488;"cntr1";"dptB";"Enhancing Data Management Practices";"Test";0,0926982760429382;2023-04-11;2023-06-20;"v2021"
"aq";"Domain1";489;"cntr1";"dptB";"Innovative Project Solutions";"Defunct";0,182092470349744;2023-08-13;2023-09-15;"v2024"
"he";"Domain3";490;"cntr5";"dptI";"Enhancing Data Management Practices";"Orphan";0,447766182711348;2022-03-02;2024-02-01;"v2021"
"uw";"Domain2";491;"cntr3";"dptE";"Enhancing Data Management Practices";"Missing Metadata";0,729090062668547;2022-11-23;2024-12-11;"v2024"
"go";"Domain2";492;"cntr3";"dptE";"Comprehensive Analysis Framework";"Completed";0,189962323755026;2023-03-05;2023-12-21;"v2024"
"ol";"Domain1";493;"cntr1";"dptB";"Comprehensive Analysis Framework";"Test";0,139311429811642;2022-01-31;2023-01-29;"v2024"
"tx";"Domain2";494;"cntr3";"dptE";"Advanced Research Techniques";"Defunct";0,21279262425378;2021-04-22;2025-08-22;"v2022"
"sd";"Domain3";495;"cntr6";"dptL";"Comprehensive Analysis Framework";"Not Updated";0,168728225631639;2023-11-05;2024-05-10;"v2024"
"da";"Domain1";496;"cntr2";"dptC";"Comprehensive Analysis Framework";"Active";0,853035336825997;2023-02-13;2025-08-15;"v2021"
"vj";"Domain1";497;"cntr1";"dptA";"Advanced Research Techniques";"Missing Metadata";0,740015596849844;2023-08-10;2025-04-09;"v2022"
"ma";"Domain1";498;"cntr1";"dptA";"Comprehensive Analysis Framework";"Completed";0,569691319949925;2025-06-26;2025-09-26;"v2024"
"ss";"Domain1";499;"cntr2";"dptD";"Enhancing Data Management Practices";"Expired";0,855336192529649;2022-12-02;2023-11-08;"v2021"
"qy";"Domain1";500;"cntr1";"dptA";"Innovative Project Solutions";"Defunct";0,148278642212972;2022-02-26;2024-12-30;"v2022"
